"id","shortcode","video_view_count","is_video","video_duration","type","image_height","image_width","caption","comment_count","comments","title","likes"
"2236533725198727422","B8Jw5LKprj-",46249,true,89.158,"GraphVideo",1680,1080,"⠀⠀HIIT classes aren’t always easy on the body. Learn how Vinh Pham—physical therapist and founder of the innovative @myodetox clinics—primes athletes to get the most out of their most intense workouts.",88,,"Hitting the Reset on Recovery: @vinnierehab",6235
"2195187893749083094","B5238I-JuvW",85699,true,122.271,"GraphVideo",1680,1080,"⠀We started by asking the HIIT community what they needed in a shoe—then we made it. Product manager Erin Gleason breaks down how we created SuperRep and why there’s nothing else like it.⠀Coming soon—hit the link in bio to get notified. #superrep #niketraining #hiittraining",210,,"Nike Air Zoom SuperRep: Behind The Design",10365
"2195187893749083094","B5238I-JuvW",85699,true,122.271,"GraphVideo",1680,1080,"⠀We started by asking the HIIT community what they needed in a shoe—then we made it. Product manager Erin Gleason breaks down how we created SuperRep and why there’s nothing else like it.⠀Coming soon—hit the link in bio to get notified. #superrep #niketraining #hiittraining",210,,"Nike Air Zoom SuperRep: Behind The Design",10365
"2195187893749083094","B5238I-JuvW",85699,true,122.271,"GraphVideo",1680,1080,"⠀We started by asking the HIIT community what they needed in a shoe—then we made it. Product manager Erin Gleason breaks down how we created SuperRep and why there’s nothing else like it.⠀Coming soon—hit the link in bio to get notified. #superrep #niketraining #hiittraining",210,,"Nike Air Zoom SuperRep: Behind The Design",10365
"2195187893749083094","B5238I-JuvW",85699,true,122.271,"GraphVideo",1680,1080,"⠀We started by asking the HIIT community what they needed in a shoe—then we made it. Product manager Erin Gleason breaks down how we created SuperRep and why there’s nothing else like it.⠀Coming soon—hit the link in bio to get notified. #superrep #niketraining #hiittraining",210,,"Nike Air Zoom SuperRep: Behind The Design",10365
"2195187893749083094","B5238I-JuvW",85699,true,122.271,"GraphVideo",1680,1080,"⠀We started by asking the HIIT community what they needed in a shoe—then we made it. Product manager Erin Gleason breaks down how we created SuperRep and why there’s nothing else like it.⠀Coming soon—hit the link in bio to get notified. #superrep #niketraining #hiittraining",210,,"Nike Air Zoom SuperRep: Behind The Design",10365
"2195187893749083094","B5238I-JuvW",85699,true,122.271,"GraphVideo",1680,1080,"⠀We started by asking the HIIT community what they needed in a shoe—then we made it. Product manager Erin Gleason breaks down how we created SuperRep and why there’s nothing else like it.⠀Coming soon—hit the link in bio to get notified. #superrep #niketraining #hiittraining",210,,"Nike Air Zoom SuperRep: Behind The Design",10365
"2195187893749083094","B5238I-JuvW",85699,true,122.271,"GraphVideo",1680,1080,"⠀We started by asking the HIIT community what they needed in a shoe—then we made it. Product manager Erin Gleason breaks down how we created SuperRep and why there’s nothing else like it.⠀Coming soon—hit the link in bio to get notified. #superrep #niketraining #hiittraining",210,,"Nike Air Zoom SuperRep: Behind The Design",10365
"2195187893749083094","B5238I-JuvW",85699,true,122.271,"GraphVideo",1680,1080,"⠀We started by asking the HIIT community what they needed in a shoe—then we made it. Product manager Erin Gleason breaks down how we created SuperRep and why there’s nothing else like it.⠀Coming soon—hit the link in bio to get notified. #superrep #niketraining #hiittraining",210,,"Nike Air Zoom SuperRep: Behind The Design",10365
"2195187893749083094","B5238I-JuvW",85699,true,122.271,"GraphVideo",1680,1080,"⠀We started by asking the HIIT community what they needed in a shoe—then we made it. Product manager Erin Gleason breaks down how we created SuperRep and why there’s nothing else like it.⠀Coming soon—hit the link in bio to get notified. #superrep #niketraining #hiittraining",210,,"Nike Air Zoom SuperRep: Behind The Design",10365
